INV_NO;DEPTO;OFICINA_NO;AUXILIAR;PARTIDA_NO;COD_ENTIDAD;COD_ANTIGUO;SERIE;DESCRIPCION;ESTADO;GEOGRAFICA;ESPECIFICA;EMP_NO;PROCEDENCIA;FECHA_INGRESO;OBSERVACIONES
AF-2781;LA PAZ;OF-01;MESA;PART-01;20301060056;01-114-4311-20-0351;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;SIN REGISTRO EN EL SIAF
AF-2782;LA PAZ;OF-01;MESA;PART-01;20301060057;01-114-4311-20-0250;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;COMEDOR;E-149;PCG;31/3/2015;CON REGISTRO EN EL SIAF
AF-2783;LA PAZ;OF-01;MESA;PART-01;20301060058;07-114-4311-20-0027;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;COMEDOR;E-149;PCG;31/3/2015;CON REGISTRO EN EL SIAF
AF-2784;LA PAZ;OF-01;MESA;PART-01;20301060059;04-114-4311-20-0222;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;CON REGISTRO EN EL SIAF
AF-2785;LA PAZ;OF-01;MESA;PART-01;20301060060;01-114-4311-20-0318;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;COMEDOR;E-149;PCG;31/3/2015;CON REGISTRO EN EL SIAF
AF-2786;LA PAZ;OF-01;MESA;PART-01;20301060061;01-114-4311-20-0311;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;CON REGISTRO EN EL SIAF
AF-2787;LA PAZ;OF-01;MESA;PART-01;20301060062;01-114-4311-20-0011;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;CON REGISTRO EN EL SIAF
AF-2788;LA PAZ;OF-01;MESA;PART-01;20301060063;01-114-4311-20-0340;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;SIN REGISTRO EN EL SIAF
AF-2789;LA PAZ;OF-01;MESA;PART-01;20301060064;01-114-4311-20-0339;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;SIN REGISTRO EN EL SIAF
AF-2790;LA PAZ;OF-01;MESA;PART-01;20301060065;01-114-4311-20-0362;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;SIN REGISTRO EN EL SIAF
AF-2791;LA PAZ;OF-01;MESA;PART-01;20301060066;01-114-4311-20-0361;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;SIN REGISTRO EN EL SIAF
AF-2792;LA PAZ;OF-01;MESA;PART-01;20301060067;01-114-4311-20-0363;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;SIN REGISTRO EN EL SIAF
AF-2793;LA PAZ;OF-01;MESA;PART-01;20301060068;01-114-4311-20-0345;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;SIN REGISTRO EN EL SIAF
AF-2794;LA PAZ;OF-01;MESA;PART-01;20301060069;01-114-4311-20-0348;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;SIN REGISTRO EN EL SIAF
AF-2795;LA PAZ;OF-01;MESA;PART-01;20301060070;01-114-4311-20-0347;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;SIN REGISTRO EN EL SIAF
AF-2796;LA PAZ;OF-01;MESA;PART-01;20301060071;01-114-4311-20-0346;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;SIN REGISTRO EN EL SIAF
AF-2797;LA PAZ;OF-01;MESA;PART-01;20301060072;01-114-4311-20-0349;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;SIN REGISTRO EN EL SIAF
AF-2798;LA PAZ;OF-01;MESA;PART-01;20301060073;01-114-4311-20-0337;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;CON REGISTRO EN EL SIAF
AF-2799;LA PAZ;OF-01;MESA;PART-01;20301060074;01-114-4311-20-0336;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;CON REGISTRO EN EL SIAF
AF-2800;LA PAZ;OF-01;MESA;PART-01;20301060075;01-114-4311-20-0338;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;CON REGISTRO EN EL SIAF
AF-2801;LA PAZ;OF-01;MESA;PART-01;20301060076;SIN CODIGO;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2802;LA PAZ;OF-01;MESA;PART-01;20301060077;01-111-4311-20-0305;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;CON REGISTRO EN EL SIAF
AF-2803;LA PAZ;OF-01;MESA;PART-01;20301060078;SIN CODIGO;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2804;LA PAZ;OF-01;MESA;PART-01;20301060079;SIN CODIGO;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2805;LA PAZ;OF-01;MESA;PART-01;20301060080;SIN CODIGO;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2806;LA PAZ;OF-01;MESA;PART-01;20301060081;SIN CODIGO;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2807;LA PAZ;OF-01;MESA;PART-01;20301060082;SIN CODIGO;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2808;LA PAZ;OF-01;MESA;PART-01;20301060083;SIN CODIGO;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2809;LA PAZ;OF-01;MESA;PART-01;20301060084;SIN CODIGO;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2810;LA PAZ;OF-01;MESA;PART-01;20301060085;SIN CODIGO;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2811;LA PAZ;OF-01;MESA;PART-01;20301060086;01-114-4311-20-0344;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;SIN REGISTRO EN EL SIAF
AF-2812;LA PAZ;OF-01;MESA;PART-01;20301060088;SIN CODIGO;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2813;LA PAZ;OF-01;MESA;PART-01;20301060089;04-114-4311-20-0189;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;CON REGISTRO EN EL SIAF
AF-2814;LA PAZ;OF-01;MESA;PART-01;20301060090;01-114-4311-20-0356;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;SIN REGISTRO EN EL SIAF
AF-2815;LA PAZ;OF-01;MESA;PART-01;20301060091;01-114-4311-20-0355;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;SIN REGISTRO EN EL SIAF
AF-2816;LA PAZ;OF-01;MESA;PART-01;20301060092;01-114-4311-20-0354;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;SIN REGISTRO EN EL SIAF
AF-2817;LA PAZ;OF-01;MESA;PART-01;20301060093;01-114-4311-20-0353;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;SIN REGISTRO EN EL SIAF
AF-2818;LA PAZ;OF-01;MESA;PART-01;20301060094;01-114-4311-20-0352;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;SIN REGISTRO EN EL SIAF
AF-2819;LA PAZ;OF-01;MESA;PART-01;20301060112;SIN CODIGO;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;-
AF-2820;LA PAZ;OF-01;MESA;PART-01;SIN CODIGO;01-114-4311-20-0320;-;MESA PLASTICA C. ROJO 80X80X70 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;PCG;31/3/2015;CON REGISTRO EN EL SIAF
AF-2821;LA PAZ;OF-01;MONITOR;PART-05;20305010075;012704-1068;-;MONITOR HP S. CNK60206QJ  T;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2822;LA PAZ;OF-01;MONITOR;PART-05;20305010065;PCGDNI030017;L0365HS460600030061;"MONITOR LCD DE 15"" M. NARA MOD. HF-154B S. L0365HS460600030061";REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2823;LA PAZ;OF-01;MONITOR;PART-05;20305010064;PCGDNI030009;L0365HS460600030366;"MONITOR LCD DE 15"" M. NARA MOD. HF-154B S. L0365HS460600030366";REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2824;LA PAZ;OF-01;MONITOR;PART-05;20305010061;SIN CODIGO;L0365HS460600030521;"MONITOR LCD DE 15"" M. NARA MOD. HF-154B S. L0365HS460600030521";REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2825;LA PAZ;OF-01;MONITOR;PART-05;20305010062;PCGDNI030019;L0365HS460600030989;"MONITOR LCD DE 15"" M. NARA MOD. HF-154B S. L0365HS460600030989";REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2826;LA PAZ;OF-01;MONITOR;PART-05;20810100001;CNE-FMT-1610;CN-0Y858D-72872-966-147I;"MONITOR LCD 19"" DELL MOD. E1909WF";REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;ENTIDAD;31/3/2015;-
AF-2827;LA PAZ;OF-01;MONITOR;PART-05;20810100029;CNE-FMT-1587;CN-0Y858D-72872-96A-4DVL;"MONITOR LCD DE 19"" M. DELL MOD. E1909WF S. CN-0Y858D-72872-96A-4DVL + CABLE AC Y VGA";REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;ENTIDAD;31/3/2015;-
AF-2828;LA PAZ;OF-01;MONITOR;PART-05;20305010022;01-13-04-0589;-;MONITOR LG MOD.C15LA-5 S.503DICR5C699;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2829;LA PAZ;OF-01;MONITOR;PART-05;20305010058;PCGDNI011004;NX-06C046-47801-13R-1125T;MONITOR M. DELL MOD. M781P S. NX-06C046-47801-13R-1125T C. BLANCO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2830;LA PAZ;OF-01;MONITOR;PART-05;20305010007;012704-1060;CNK546192T;MONITOR M. HP MOD. L1955 S. CNK546192T;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2831;LA PAZ;OF-01;MONITOR;PART-05;20305010060;PCDDDI071004;55-F2611;MONITOR M. IBM MOD. 6627 S. 55-F2611 C. BLANCO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2832;LA PAZ;OF-01;MONITOR;PART-05;20305010059;PCDDDI075003;55-VM892;MONITOR M. IBM MOD. 6627 S. 55-VM892 C. BLANCO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2833;LA PAZ;OF-01;MONITOR;PART-05;20305010032;PCDDDI080112;DT6MX23062;MONITOR M. LG MOD. 554V S. DT6MX23062 C. BLANCO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2834;LA PAZ;OF-01;MONITOR;PART-05;20305010031;01-13-04-0648;501DIEZ5D436;MONITOR M. LG MOD. C15LA-5 S. 501DIEZ5D436 C. BLANCO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2835;LA PAZ;OF-01;MONITOR;PART-05;20305010050;01-13-04-0614;502DISK5K286;MONITOR M. LG MOD. C15LA-5 S. 502DISK5K286 C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2836;LA PAZ;OF-01;MONITOR;PART-05;20305010046;01-13-04-0569;503DICR5C507;MONITOR M. LG MOD. C15LA-5 S. 503DICR5C507 C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2837;LA PAZ;OF-01;MONITOR;PART-05;20305010051;01-13-04-0599;503DIDM5C466;MONITOR M. LG MOD. C15LA-5 S. 503DIDM5C466 C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2838;LA PAZ;OF-01;MONITOR;PART-05;20305010055;01-13-04-0624;503DIFV5C475;MONITOR M. LG MOD. C15LA-5 S. 503DIFV5C475 C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2839;LA PAZ;OF-01;MONITOR;PART-05;20305010035;01-13-04-0577;503DIJX5C476;MONITOR M. LG MOD. C15LA-5 S. 503DIJX5C476 C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2840;LA PAZ;OF-01;MONITOR;PART-05;20305010053;01-13-04-0582;503DINU5C471;MONITOR M. LG MOD. C15LA-5 S. 503DINU5C471 C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2841;LA PAZ;OF-01;MONITOR;PART-05;20305010048;01-13-04-0597;503DIUN5C446;MONITOR M. LG MOD. C15LA-5 S. 503DIUN5C446 C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2842;LA PAZ;OF-01;MONITOR;PART-05;20305010034;01-13-04-0602;503DIUN5C470;MONITOR M. LG MOD. C15LA-5 S. 503DIUN5C470 C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2843;LA PAZ;OF-01;MONITOR;PART-05;20305010045;01-13-04-0567;504DIAY46016;MONITOR M. LG MOD. C15LA-5 S. 504DIAY46016 C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2844;LA PAZ;OF-01;MONITOR;PART-05;20305010037;01-13-04-0622;504DIKD31957;MONITOR M. LG MOD. C15LA-5 S. 504DIKD31957 C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2845;LA PAZ;OF-01;MONITOR;PART-05;20305010042;01-13-04-0634;504DINU45655;MONITOR M. LG MOD. C15LA-5 S. 504DINU45655 C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2846;LA PAZ;OF-01;MONITOR;PART-05;20305010047;01-13-04-0644;504DIQA41708;MONITOR M. LG MOD. C15LA-5 S. 504DIQA41708 C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2847;LA PAZ;OF-01;MONITOR;PART-05;20305010039;01-13-04-0609;504DISK45982;MONITOR M. LG MOD. C15LA-5 S. 504DISK45982 C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2848;LA PAZ;OF-01;MONITOR;PART-05;20305010038;01-13-04-0629;504DIUN46014;MONITOR M. LG MOD. C15LA-5 S. 504DIUN46014 C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2849;LA PAZ;OF-01;MONITOR;PART-05;20305010054;01-13-04-0612;504DIXQ41746;MONITOR M. LG MOD. C15LA-5 S. 504DIXQ41746 C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2850;LA PAZ;OF-01;MONITOR;PART-05;20305010036;01-13-04-0619;504DIYG41610;MONITOR M. LG MOD. C15LA-5 S. 504DIYG41610 C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2851;LA PAZ;OF-01;MONITOR;PART-05;20305010033;01-13-04-0594;504DYG45714;MONITOR M. LG MOD. C15LA-5 S. 504DYG45714 C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2852;LA PAZ;OF-01;MONITOR;PART-05;20305010052;01-13-04-0587;505DIKD51949;MONITOR M. LG MOD. C15LA-5 S. 505DIKD51949 C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2853;LA PAZ;OF-01;MONITOR;PART-05;20305010044;01-13-04-0572;506DIBP18029;MONITOR M. LG MOD. C15LA-5 S. 506DIBP18029 C. NEGRO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2854;LA PAZ;OF-01;MONITOR;PART-05;20305010012;PCGDN1030010;-;MONITOR M. NARA  MOD. HF-154B;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2855;LA PAZ;OF-01;MONITOR;PART-02;SIN CODIGO;SIN CODIGO;-;MONITOR M. NARA  MOD. HF-154B S. L0365HS460600030529;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2856;LA PAZ;OF-01;MONITOR;PART-05;20305010011;PCGDN1030004;-;MONITOR M. NARA  MOD. HF-154B S. L0365HS460600030577;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2857;LA PAZ;OF-01;MONITOR;PART-05;20305010072;SIN CODIGO;-;MONITOR M. NARA MOD. HF-154B;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2858;LA PAZ;OF-01;MONITOR;PART-05;20305010071;PCGDNI030015;L0365HS460600030064;MONITOR M. NARA MOD. HF-154B S. L0365HS460600030064;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2859;LA PAZ;OF-01;MONITOR;PART-05;20305010083;SIN CODIGO;L0365HS460600030467;MONITOR M. NARA MOD. HF154B S. L0365HS460600030467;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2860;LA PAZ;OF-04;MONITOR;PART-05;20305010081;SIN CODIGO;L0365HS460600030516;MONITOR MARCA NARA MOD. HF154B;REGULAR;SUB-ALCALDIA DISTRITO - 1;PORTERIA;E-176;POL;31/3/2015;-
AF-2861;LA PAZ;OF-01;MONITOR;PART-05;SIN CODIGO;PCGDN103018;-;MONITOR M. NARA S.L3605HS460600030081;MALO;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2862;LA PAZ;OF-01;MONITOR;PART-05;20305010056;20-12-04-0033-B;DP14HCEK513353T;MONITOR M. SAMSUNG MOD. 450NB S. DP14HCEK513353T C. BLANCO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2863;LA PAZ;OF-01;MONITOR;PART-05;20305010074;SIN CODIGO;-;MONITOR MARCA SURE MOD. SR-L17N;REGULAR;CALLE BOLIVAR S/N;DIGITALIZACION PISO 1;E-125;ENTIDAD;31/3/2015;-
AF-2864;LA PAZ;OF-01;MONITOR;PART-05;20305010057;PCDDDI071025;92B318340;MONITOR M. TYSTAR MOD. TY-1415P S. 92B318340 C. BLANCO;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2865;LA PAZ;OF-01;MONITOR;PART-05;20310100001;CNE-FMT-1559;CN-OR034G-64180-957-1MXV;"MONITOR MARCA DELL LCD DE 19"" MOD. E1909Wf";REGULAR;CALLE BOLIVAR S/N;MESA 16;E-33;ENTIDAD;31/3/2015;-
AF-2866;LA PAZ;OF-01;MONITOR;PART-05;20305010073;011104-0892;2634;MONITOR TACTIL M. MITSUBISHI MOD. IT5000UN S. 002634;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2867;LA PAZ;OF-01;MOUSE;PART-06;20306030048;SIN CODIGO;-;MOUSE  M. GENIUS;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2868;LA PAZ;OF-01;MOUSE;PART-06;20306030025;SIN CODIGO;-;MOUSE IBM;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2869;LA PAZ;OF-01;MOUSE;PART-06;20306030033;SIN CODIGO;-;MOUSE IBM;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2870;LA PAZ;OF-01;MOUSE;PART-06;20306030046;SIN CODIGO;-;MOUSE M. AOPEN;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2871;LA PAZ;OF-01;MOUSE;PART-06;20306030049;SIN CODIGO;-;MOUSE M. EBIT;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2872;LA PAZ;OF-01;MOUSE;PART-06;20306030051;SIN CODIGO;-;MOUSE MARCA EBIT;REGULAR;CALLE BOLIVAR S/N;PISO 4;E-33;POL;31/3/2015;-
AF-2873;LA PAZ;OF-01;MOUSE;PART-06;20306030045;SIN CODIGO;-;MOUSE M. GABA;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2874;LA PAZ;OF-01;MOUSE;PART-06;20306030017;SIN CODIGO;-;MOUSE M. GENIUS;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2875;LA PAZ;OF-01;ECRAN;PART-04;20101090007;SIN CODIGO;-;"PANTALLA VUTEC 84""X84"" PARA PROYECTOR CON TRIPODE";BUENO;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;ENTIDAD;31/3/2015;-
AF-2876;LA PAZ;OF-13;PARLANTE;PART-06;20306040007;PCGDNI030010;-;PARLANTES CON BAFER DE 3 PIEZAS M. NARA;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2877;LA PAZ;OF-13;PARLANTE;PART-06;20306040001;SIN CODIGO;0302B6B003910A;PARLANTES CON BAFER DE 3 PIEZAS MARCA NARA PARLANTES 020306040003;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2878;LA PAZ;OF-13;PARLANTE;PART-06;20306040006;SIN CODIGO;-;PARLANTES CON BAFER DE 3 PIEZAS M. NARA;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2879;LA PAZ;OF-13;PARLANTE;PART-06;20306040010;PCGDNI030016;-;PARLANTES CON BAFER DE 3 PIEZAS MARCA NARA;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2880;LA PAZ;OF-13;PERCHERO;PART-01;20301210002;PCGDNI022004;-;PERCHERO DE MADERA 6 GANCHOS C. CAFÉ;REGULAR;CALLE BOLIVAR S/N;VALORES;E-48;POL;31/3/2015;-
AF-2881;LA PAZ;OF-01;PARLANTE;PART-06;20306040008;SIN CODIGO;S2008;PARLANTES DELUX 2 PIEZAS;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2882;LA PAZ;OF-01;MOUSE;PART-06;20306030039;SIN CODIGO;-;MOUSE M. GENIUS;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2883;LA PAZ;OF-13;PARLANTE;PART-06;20306040003;SIN CODIGO;-;PARLANTES CON BAFER DE 3 PIEZAS MARCA NARA;REGULAR;CALLE BOLIVAR S/N;DIRECCION;E-33;POL;31/3/2015;-
AF-2884;LA PAZ;OF-01;PIZARRA;PART-04;20304010002;01-03-02-0758;-;PIZARRA ACRILICA CON MARCO DE MADERA 149X102 CM.;REGULAR;CALLE BOLIVAR S/N;DEPOSITO PISO 4;E-33;POL;31/3/2015;-
AF-2885;LA PAZ;OF-01;PIZARRA;PART-06;SIN CODIGO;SIN CODIGO;-;PIZARRA DE CORCHO MARCO DE ALUMINIO DE 90X122 CM.;BUENO;CALLE BOLIVAR S/N;4 PISO;E-33;ENTIDAD;31/3/2015;-
